sentence_en,start,end,duration,talks_id
"You get -- this is a building in Hyderabad, India. ",856.858,858.858,2,74
It's the greenest building in the world. ,858.858,860.858,2,74
"You get grassroots solutions, things that work ",860.858,862.858,2,74
for people who have no capital or limited access. ,862.858,864.858,2,74
You get barefoot solar engineers carrying solar panels into the remote mountains. ,864.858,868.858,4,74
You get access to distance medicine. ,868.858,870.858,2,74
These are Indian nurses learning how to use PDAs ,870.858,873.858,3,74
to access databases that have information ,873.858,875.858,2,74
that they don't have access to at home in a distant manner. ,875.858,878.858,3,74
You get new tools for people in the developing world. ,878.858,881.858,3,74
"These are LED lights that help the roughly billion people out there, ",881.858,885.858,4,74
"for whom nightfall means darkness, ",885.858,887.858,2,74
to have a new means of operating. ,887.858,889.858,2,74
These are refrigerators that require no electricity; ,889.858,892.858,3,74
they're pot within a pot design. ,892.858,894.858,2,74
And you get water solutions. Water's one of the most pressing problems. ,894.858,897.858,3,74
Here's a design for harvesting rainwater that's super cheap ,897.858,899.858,2,74
and available to people in the developing world. ,899.858,901.858,2,74
Here's a design for distilling water using sunlight. ,901.858,905.858,4,74
"Here's a fog-catcher, which, if you live in a moist, jungle-like area, ",906.858,911.858,5,74
will distill water from the air that's clean and drinkable. ,911.858,914.858,3,74
Here's a way of transporting water. ,914.858,916.858,2,74
"I just love this, you know -- I mean carrying water is such a drag, ",916.858,919.858,3,74
"and somebody just came up with the idea of well, what if you rolled it. Right? ",919.858,922.858,3,74
"I mean, that's a great design. ",922.858,924.858,2,74
"This is a fabulous invention, LifeStraw. ",924.858,927.858,3,74
Basically you can suck any water through this ,927.858,930.858,3,74
and it will become drinkable by the time it hits your lips. ,930.858,933.858,3,74
"So, you know, people who are in desperate straits can get this. ",933.858,936.858,3,74
This is one of my favorite Worldchanging kinds of things ever. ,936.858,939.858,3,74
"This is a merry-go-round invented by the company Roundabout, ",939.858,942.858,3,74
which pumps water as kids play. You know? ,942.858,946.858,4,74
"Seriously -- give that one a hand, it's pretty great. ",947.858,950.858,3,74
And the same thing is true for people who are in absolute crisis. Right? ,950.858,954.858,4,74
We're expecting to have upwards of 200 million refugees by the year 2020 ,954.858,958.858,4,74
because of climate change and political instability. ,958.858,960.858,2,74
How do we help people like that? ,960.858,962.858,2,74
"Well, there's all sorts of amazing new humanitarian designs ",962.858,964.858,2,74
that are being developed in collaborative ways all across the planet. ,964.858,967.858,3,74
"Some of those designs include models for acting, ",967.858,970.858,3,74
such as new models for village instruction in the middle of refugee camps. ,970.858,973.858,3,74
New models for pedagogy for the displaced. ,973.858,976.858,3,74
And we have new tools. ,976.858,978.858,2,74
This is one of my absolute favorite things anywhere. ,978.858,980.858,2,74
Does anyone know what this is? ,980.858,982.858,2,74
Audience: It detects landmines. ,982.858,983.858,1,74
"Alex Steffen: Exactly, this is a landmine-detecting flower. ",983.858,986.858,3,74
If you are living in one of the places ,987.858,989.858,2,74
"where the roughly half-billion unaccounted for mines are scattered, ",989.858,992.858,3,74
you can fling these seeds out into the field. ,992.858,995.858,3,74
"And as they grow up, they will grow up around the mines, ",995.858,999.858,4,74
"their roots will detect the chemicals in them, ",999.858,1002.858,3,74
and where the flowers turn red you don't step. ,1002.858,1005.858,3,74
"Yeah, so seeds that could save your life. You know? ",1007.858,1011.858,4,74
(Applause) ,1011.858,1012.858,1,74
I also love it because it seems to me ,1012.858,1014.858,2,74
"that the example, the tools we use to change the world, ",1014.858,1020.858,6,74
ought to be beautiful in themselves. ,1020.858,1023.858,3,74
"You know, that it's not just enough to survive. ",1023.858,1025.858,2,74
We've got to make something better than what we've got. ,1025.858,1028.858,3,74
And I think that we will. ,1029.858,1031.858,2,74
"Just to wrap up, in the immortal words of H.G. Wells, ",1032.858,1035.858,3,74
I think that better things are on the way. ,1035.858,1037.858,2,74
"I think that, in fact, that ""all of the past is but the beginning of a beginning. ",1037.858,1041.858,4,74
All that the human mind has accomplished ,1041.858,1043.858,2,74
"is but the dream before the awakening."" ",1043.858,1045.858,2,74
I hope that that turns out to be true. ,1045.858,1048.858,3,74
The people in this room have given me more confidence than ever that it will. ,1048.858,1051.858,3,74
Thank you very much. ,1051.858,1052.858,1,74
"If you'd like to learn how to play the lobster, we have some here. ",24.858,27.858,3,77
"And that's not a joke, we really do. ",27.858,29.858,2,77
So come up afterwards and I'll show you how to play a lobster. ,29.858,32.858,3,77
"So, actually, I started working on what's called the mantis shrimp ",32.858,36.858,4,77
a few years ago because they make sound. ,36.858,39.858,3,77
This is a recording I made of a mantis shrimp ,39.858,41.858,2,77
that's found off the coast of California. ,41.858,43.858,2,77
"And while that's an absolutely fascinating sound, ",54.858,57.858,3,77
it actually turns out to be a very difficult project. ,57.858,60.858,3,77
"And while I was struggling to figure out how and why mantis shrimp, ",60.858,65.858,5,77
"or stomatopods, make sound, I started to think about their appendages. ",65.858,69.858,4,77
"And mantis shrimp are called ""mantis shrimp"" after the praying mantises, ",69.858,72.858,3,77
"which also have a fast feeding appendage. And I started to think, ",72.858,76.858,4,77
"well, maybe it will be interesting, while listening to their sounds, ",76.858,79.858,3,77
to figure out how these animals generate very fast feeding strikes. ,79.858,82.858,3,77
"And so today I'll talk about the extreme stomatopod strike, ",82.858,86.858,4,77
work that I've done in collaboration with Wyatt Korff and Roy Caldwell. ,86.858,89.858,3,77
"So, mantis shrimp come in two varieties: ",89.858,92.858,3,77
there are spearers and smashers. ,92.858,94.858,2,77
"And this is a spearing mantis shrimp, or stomatopod. ",94.858,97.858,3,77
"And he lives in the sand, and he catches things that go by overhead. ",97.858,102.858,5,77
"So, a quick strike like that. And if we slow it down a bit, ",102.858,107.858,5,77
this is the mantis shrimp -- the same species -- ,107.858,109.858,2,77
"recorded at 1,000 frames a second, ",109.858,111.858,2,77
played back at 15 frames per second. ,111.858,113.858,2,77
"And you can see it's just a really spectacular extension of the limbs, ",113.858,119.858,6,77
exploding upward to actually just catch ,119.858,122.858,3,77
a dead piece of shrimp that I had offered it. ,122.858,124.858,2,77
"Now, the other type of mantis shrimp is the smasher stomatopod, ",124.858,129.858,5,77
and these guys open up snails for a living. ,129.858,132.858,3,77
And so this guy gets the snail all set up and gives it a good whack. ,132.858,137.858,5,77
(Laughter) ,137.858,138.858,1,77
"So, I'll play it one more time. ",138.858,140.858,2,77
"He wiggles it in place, tugs it with his nose, and smash. ",140.858,144.858,4,77
"And a few smashes later, the snail is broken open, and he's got a good dinner. ",144.858,151.858,7,77
"So, the smasher raptorial appendage can stab with a point at the end, ",151.858,155.858,4,77
or it can smash with the heel. ,155.858,157.858,2,77
And today I'll talk about the smashing type of strike. ,157.858,160.858,3,77
"And so the first question that came to mind was, ",160.858,162.858,2,77
"well, how fast does this limb move? ",162.858,165.858,3,77
Because it's moving pretty darn fast on that video. ,165.858,168.858,3,77
And I immediately came upon a problem. ,168.858,171.858,3,77
Every single high-speed video system in the biology department ,171.858,174.858,3,77
at Berkeley wasn't fast enough to catch this movement. ,174.858,178.858,4,77
We simply couldn't capture it on video. ,178.858,180.858,2,77
And so this had me stymied for quite a long period of time. ,180.858,183.858,3,77
"And then a BBC crew came cruising through the biology department, ",183.858,186.858,3,77
looking for a story to do about new technologies in biology. ,186.858,191.858,5,77
And so we struck up a deal. ,191.858,193.858,2,77
"I said, ""Well, if you guys rent the high-speed video system ",193.858,195.858,2,77
"that could capture these movements, ",195.858,197.858,2,77
"you guys can film us collecting the data."" ",197.858,200.858,3,77
"And believe it or not, they went for it. (Laughter) ",200.858,202.858,2,77
So we got this incredible video system. It's very new technology -- ,202.858,206.858,4,77
it just came out about a year ago -- ,206.858,208.858,2,77
that allows you to film at extremely high speeds in low light. ,208.858,213.858,5,77
"And low light is a critical issue with filming animals, ",213.858,215.858,2,77
"because if it's too high, you fry them. (Laughter) ",215.858,218.858,3,77
"So this is a mantis shrimp. There are the eyes up here, ",218.858,223.858,5,77
"and there's that raptorial appendage, and there's the heel. ",223.858,226.858,3,77
And that thing's going to swing around and smash the snail. ,226.858,229.858,3,77
"And the snail's wired to a stick, ",229.858,230.858,1,77
so he's a little bit easier to set up the shot. And -- yeah. ,230.858,234.858,4,77
(Laughter) ,234.858,236.858,2,77
I hope there aren't any snail rights activists around here. ,236.858,239.858,3,77
(Laughter) ,239.858,241.858,2,77
"So this was filmed at 5,000 frames per second, ",241.858,246.858,5,77
and I'm playing it back at 15. And so this is slowed down 333 times. ,246.858,251.858,5,77
"And as you'll notice, it's still pretty gosh darn fast ",251.858,254.858,3,77
slowed down 333 times. It's an incredibly powerful movement. ,254.858,258.858,4,77
The whole limb extends out. The body flexes backwards -- ,258.858,261.858,3,77
just a spectacular movement. ,261.858,264.858,3,77
"And so what we did is, we took a look at these videos, ",264.858,266.858,2,77
and we measured how fast the limb was moving ,266.858,268.858,2,77
to get back to that original question. ,268.858,270.858,2,77
And we were in for our first surprise. ,270.858,273.858,3,77
So what we calculated was that the limbs were moving ,273.858,276.858,3,77
at the peak speed ranging from 10 meters per second ,276.858,278.858,2,77
all the way up to 23 meters per second. ,278.858,280.858,2,77
"And for those of you who prefer miles per hour, ",280.858,282.858,2,77
that's over 45 miles per hour in water. And this is really darn fast. ,282.858,287.858,5,77
"In fact, it's so fast we were able to add a new point ",287.858,291.858,4,77
on the extreme animal movement spectrum. ,291.858,294.858,3,77
And mantis shrimp are officially the fastest measured feeding strike ,294.858,297.858,3,77
of any animal system. So our first surprise. ,297.858,301.858,4,77
(Applause) ,301.858,302.858,1,77
So that was really cool and very unexpected. ,302.858,305.858,3,77
"So, you might be wondering, well, how do they do it? ",305.858,308.858,3,77
"And actually, this work was done in the 1960s ",308.858,311.858,3,77
by a famous biologist named Malcolm Burrows. ,311.858,313.858,2,77
And what he showed in mantis shrimp is that they use ,313.858,316.858,3,77
"what's called a ""catch mechanism,"" or ""click mechanism."" ",316.858,319.858,3,77
And what this basically consists of is a large muscle ,319.858,323.858,4,77
"that takes a good long time to contract, ",323.858,325.858,2,77
and a latch that prevents anything from moving. ,325.858,328.858,3,77
"So the muscle contracts, and nothing happens. ",328.858,330.858,2,77
"And once the muscle's contracted completely, everything's stored up -- ",330.858,333.858,3,77
"the latch flies upward, and you've got the movement. ",333.858,337.858,4,77
"And that's basically what's called a ""power amplification system."" ",337.858,340.858,3,77
"It takes a long time for the muscle to contract, ",340.858,342.858,2,77
and a very short time for the limb to fly out. ,342.858,344.858,2,77
And so I thought that this was sort of the end of the story. ,344.858,347.858,3,77
This was how mantis shrimps make these very fast strikes. ,347.858,351.858,4,77
But then I took a trip to the National Museum of Natural History. ,351.858,355.858,4,77
"And if any of you ever have a chance, ",355.858,357.858,2,77
backstage of the National Museum of Natural History ,357.858,359.858,2,77
is one of the world's best collections of preserved mantis shrimp. And what -- ,359.858,363.858,4,77
(Laughter) ,363.858,364.858,1,77
this is serious business for me. ,364.858,366.858,2,77
(Laughter) ,366.858,367.858,1,77
"So, this -- what I saw, on every single mantis shrimp limb, ",367.858,372.858,5,77
"whether it's a spearer or a smasher, ",372.858,374.858,2,77
is a beautiful saddle-shaped structure ,374.858,376.858,2,77
right on the top surface of the limb. And you can see it right here. ,376.858,380.858,4,77
It just looks like a saddle you'd put on a horse. ,380.858,382.858,2,77
It's a very beautiful structure. ,382.858,384.858,2,77
And it's surrounded by membranous areas. And those membranous areas ,384.858,389.858,5,77
suggested to me that maybe this is some kind of dynamically flexible structure. ,389.858,393.858,4,77
And this really sort of had me scratching my head for a while. ,393.858,396.858,3,77
"And then we did a series of calculations, and what we were able to show ",396.858,400.858,4,77
is that these mantis shrimp have to have a spring. ,400.858,404.858,4,77
There needs to be some kind of spring-loaded mechanism ,404.858,407.858,3,77
"in order to generate the amount of force that we observe, ",407.858,409.858,2,77
"and the speed that we observe, and the output of the system. ",409.858,412.858,3,77
"So we thought, OK, this must be a spring -- ",412.858,415.858,3,77
the saddle could very well be a spring. ,415.858,417.858,2,77
"And we went back to those high-speed videos again, ",417.858,419.858,2,77
and we could actually visualize the saddle compressing and extending. ,419.858,425.858,6,77
And I'll just do that one more time. ,425.858,428.858,3,77
And then if you take a look at the video -- ,428.858,430.858,2,77
it's a little bit hard to see -- it's outlined in yellow. ,430.858,432.858,2,77
The saddle is outlined in yellow. You can actually see it ,432.858,434.858,2,77
"extending over the course of the strike, and actually hyperextending. ",434.858,438.858,4,77
"So, we've had very solid evidence showing ",438.858,440.858,2,77
"that that saddle-shaped structure actually compresses and extends, ",440.858,444.858,4,77
"and does, in fact, function as a spring. ",444.858,446.858,2,77
"The saddle-shaped structure is also known as a ""hyperbolic paraboloid surface,"" ",446.858,451.858,5,77
"or an ""anticlastic surface."" ",451.858,453.858,2,77
"And this is very well known to engineers and architects, ",453.858,455.858,2,77
because it's a very strong surface in compression. ,455.858,458.858,3,77
"It has curves in two directions, ",458.858,460.858,2,77
"one curve upward and opposite transverse curve down the other, ",460.858,463.858,3,77
so any kind of perturbation spreads the forces ,463.858,466.858,3,77
over the surface of this type of shape. ,466.858,469.858,3,77
"So it's very well known to engineers, not as well known to biologists. ",469.858,473.858,4,77
"It's also known to quite a few people who make jewelry, ",473.858,477.858,4,77
because it requires very little material ,477.858,480.858,3,77
"to build this type of surface, and it's very strong. ",480.858,483.858,3,77
"So if you're going to build a thin gold structure, ",483.858,485.858,2,77
it's very nice to have it in a shape that's strong. ,485.858,487.858,2,77
"Now, it's also known to architects. One of the most famous architects ",487.858,492.858,5,77
"is Eduardo Catalano, who popularized this structure. ",492.858,495.858,3,77
And what's shown here is a saddle-shaped roof that he built ,495.858,498.858,3,77
that's 87 and a half feet spanwise. ,498.858,502.858,4,77
"It's two and a half inches thick, and supported at two points. ",502.858,505.858,3,77
And one of the reasons why he designed roofs this way is because it's -- ,505.858,510.858,5,77
he found it fascinating that you could build such a strong structure ,510.858,514.858,4,77
that's made of so few materials and can be supported by so few points. ,514.858,518.858,4,77
And all of these are the same principles that apply ,518.858,522.858,4,77
to the saddle-shaped spring in stomatopods. ,522.858,524.858,2,77
In biological systems it's important not to have a whole lot ,524.858,527.858,3,77
of extra material requirements for building it. ,527.858,530.858,3,77
"So, very interesting parallels between the biological ",530.858,533.858,3,77
"and the engineering worlds. And interestingly, this turns out -- ",533.858,537.858,4,77
the stomatopod saddle turns out to be the first ,537.858,539.858,2,77
described biological hyperbolic paraboloid spring. ,539.858,542.858,3,77
"That's a bit long, but it is sort of interesting. ",542.858,545.858,3,77
"So the next and final question was, well, how much force ",545.858,548.858,3,77
does a mantis shrimp produce if they're able to break open snails? ,548.858,552.858,4,77
And so I wired up what's called a load cell. ,552.858,554.858,2,77
"A load cell measures forces, and this is actually ",554.858,556.858,2,77
a piezoelectronic load cell that has a little crystal in it. ,556.858,559.858,3,77
"And when this crystal is squeezed, the electrical properties change ",559.858,563.858,4,77
and it -- which -- in proportion to the forces that go in. ,563.858,565.858,2,77
"So these animals are wonderfully aggressive, ",565.858,568.858,3,77
and are really hungry all the time. And so all I had to do ,568.858,571.858,3,77
"was actually put a little shrimp paste on the front of the load cell, ",571.858,574.858,3,77
and they'd smash away at it. ,574.858,576.858,2,77
And so this is just a regular video of the animal ,576.858,580.858,4,77
just smashing the heck out of this load cell. ,580.858,583.858,3,77
And we were able to get some force measurements out. ,583.858,586.858,3,77
"And again, we were in for a surprise. ",586.858,588.858,2,77
"I purchased a 100-pound load cell, thinking, ",588.858,590.858,2,77
no animal could produce more than 100 pounds at this size of an animal. ,590.858,594.858,4,77
And what do you know? They immediately overloaded the load cell. ,594.858,596.858,2,77
So these are actually some old data ,596.858,598.858,2,77
"where I had to find the smallest animals in the lab, ",598.858,600.858,2,77
and we were able to measure forces of well over 100 pounds ,600.858,603.858,3,77
generated by an animal about this big. ,603.858,606.858,3,77
"And actually, just last week I got a 300-pound load cell ",606.858,608.858,2,77
"up and running, and I've clocked these animals generating ",608.858,611.858,3,77
well over 200 pounds of force. ,611.858,613.858,2,77
"And again, I think this will be a world record. ",613.858,616.858,3,77
"I have to do a little bit more background reading, ",616.858,618.858,2,77
but I think this will be the largest amount of force produced ,618.858,621.858,3,77
"by an animal of a given -- per body mass. So, really incredible forces. ",621.858,626.858,5,77
"And again, that brings us back to the importance of that spring ",626.858,629.858,3,77
in storing up and releasing so much energy in this system. ,629.858,633.858,4,77
But that was not the end of the story. ,633.858,635.858,2,77
"Now, things -- I'm making this sound very easy, this is actually a lot of work. ",635.858,638.858,3,77
"And I got all these force measurements, ",638.858,640.858,2,77
and then I went and looked at the force output of the system. ,640.858,644.858,4,77
And this is just very simple -- time is on the X-axis ,644.858,647.858,3,77
and the force is on the Y-axis. And you can see two peaks. ,647.858,650.858,3,77
And that was what really got me puzzled. ,650.858,654.858,4,77
"The first peak, obviously, is the limb hitting the load cell. ",654.858,657.858,3,77
"But there's a really large second peak half a millisecond later, ",657.858,663.858,6,77
and I didn't know what that was. ,663.858,665.858,2,77
"So now, you'd expect a second peak for other reasons, ",665.858,668.858,3,77
but not half a millisecond later. ,668.858,670.858,2,77
"Again, going back to those high-speed videos, ",670.858,672.858,2,77
there's a pretty good hint of what might be going on. ,672.858,676.858,4,77
Here's that same orientation that we saw earlier. ,676.858,678.858,2,77
"There's that raptorial appendage -- there's the heel, ",678.858,681.858,3,77
and it's going to swing around and hit the load cell. ,681.858,684.858,3,77
"And what I'd like you to do in this shot is keep your eye on this, ",684.858,687.858,3,77
"on the surface of the load cell, as the limb comes flying through. ",687.858,692.858,5,77
And I hope what you are able to see is actually a flash of light. ,692.858,697.858,5,77
Audience: Wow. ,697.858,699.858,2,77
"Sheila Patek: And so if we just take that one frame, what you can actually see there ",699.858,703.858,4,77
at the end of that yellow arrow is a vapor bubble. ,703.858,706.858,3,77
"And what that is, is cavitation. ",706.858,708.858,2,77
And cavitation is an extremely potent fluid dynamic phenomenon ,708.858,712.858,4,77
which occurs when you have areas of water ,712.858,715.858,3,77
moving at extremely different speeds. ,715.858,717.858,2,77
"And when this happens, it can cause areas of very low pressure, ",717.858,721.858,4,77
which results in the water literally vaporizing. ,721.858,724.858,3,77
"And when that vapor bubble collapses, it emits sound, light and heat, ",724.858,728.858,4,77
and it's a very destructive process. ,728.858,730.858,2,77
"And so here it is in the stomatopod. And again, this is a situation ",730.858,735.858,5,77
"where engineers are very familiar with this phenomenon, ",735.858,738.858,3,77
because it destroys boat propellers. ,738.858,740.858,2,77
People have been struggling for years to try and design ,740.858,743.858,3,77
a very fast rotating boat propeller that doesn't cavitate ,743.858,747.858,4,77
"and literally wear away the metal and put holes in it, ",747.858,749.858,2,77
just like these pictures show. ,749.858,751.858,2,77
"So this is a potent force in fluid systems, and just to sort of take it one step further, ",751.858,760.858,9,77
I'm going to show you the mantis shrimp approaching the snail. ,760.858,763.858,3,77
"This is taken at 20,000 frames per second, and I have to give ",763.858,767.858,4,77
"full credit to the BBC cameraman, Tim Green, for setting this shot up, ",767.858,771.858,4,77
because I could never have done this in a million years -- ,771.858,774.858,3,77
one of the benefits of working with professional cameramen. ,774.858,777.858,3,77
"You can see it coming in, and an incredible flash of light, ",777.858,781.858,4,77
and all this cavitation spreading over the surface of the snail. ,781.858,785.858,4,77
"So really, just an amazing image, ",785.858,788.858,3,77
"slowed down extremely, to extremely slow speeds. ",788.858,792.858,4,77
"And again, we can see it in slightly different form there, ",792.858,795.858,3,77
with the bubble forming and collapsing between those two surfaces. ,795.858,799.858,4,77
"In fact, you might have even seen some cavitation going up the edge of the limb. ",799.858,804.858,5,77
So to solve this quandary of the two force peaks: ,804.858,807.858,3,77
what I think was going on is: that first impact is actually ,807.858,809.858,2,77
"the limb hitting the load cell, and the second impact is actually ",809.858,812.858,3,77
the collapse of the cavitation bubble. ,812.858,814.858,2,77
And these animals may very well be making use of ,814.858,817.858,3,77
"not only the force and the energy stored with that specialized spring, ",817.858,821.858,4,77
but the extremes of the fluid dynamics. And they might actually be ,821.858,825.858,4,77
making use of fluid dynamics as a second force for breaking the snail. ,825.858,829.858,4,77
"So, really fascinating double whammy, so to speak, from these animals. ",829.858,835.858,6,77
"So, one question I often get after this talk -- ",835.858,837.858,2,77
"so I figured I'd answer it now -- is, well, what happens to the animal? ",837.858,840.858,3,77
"Because obviously, if it's breaking snails, ",840.858,843.858,3,77
the poor limb must be disintegrating. And indeed it does. ,843.858,846.858,3,77
"That's the smashing part of the heel on both these images, ",846.858,849.858,3,77
"and it gets worn away. In fact, I've seen them wear away ",849.858,851.858,2,77
their heel all the way to the flesh. ,851.858,853.858,2,77
But one of the convenient things about being an arthropod ,853.858,856.858,3,77
is that you have to molt. And every three months or so ,856.858,859.858,3,77
"these animals molt, and they build a new limb and it's no problem. ",859.858,864.858,5,77
"Very, very convenient solution to that particular problem. ",864.858,868.858,4,77
"So, I'd like to end on sort of a wacky note. ",868.858,873.858,5,77
(Laughter) ,873.858,876.858,3,77
"Maybe this is all wacky to folks like you, I don't know. ",876.858,880.858,4,77
(Laughter) ,880.858,881.858,1,77
"So, the saddles -- that saddle-shaped spring -- ",881.858,884.858,3,77
"has actually been well known to biologists for a long time, ",884.858,888.858,4,77
not as a spring but as a visual signal. ,888.858,892.858,4,77
And there's actually a spectacular colored dot ,892.858,894.858,2,77
in the center of the saddles of many species of stomatopods. ,894.858,900.858,6,77
"And this is quite interesting, to find evolutionary origins ",900.858,903.858,3,77
"of visual signals on what's really, in all species, their spring. ",903.858,909.858,6,77
And I think one explanation for this could be ,909.858,911.858,2,77
going back to the molting phenomenon. ,911.858,913.858,2,77
So these animals go into a molting period where they're ,913.858,916.858,3,77
unable to strike -- their bodies become very soft. ,916.858,919.858,3,77
And they're literally unable to strike or they will self-destruct. ,919.858,922.858,3,77
"This is for real. And what they do is, up until that time period ",922.858,929.858,7,77
"when they can't strike, they become really obnoxious and awful, ",929.858,932.858,3,77
and they strike everything in sight; it doesn't matter who or what. ,932.858,936.858,4,77
"And the second they get into that time point when they can't strike any more, ",936.858,940.858,4,77
they just signal. They wave their legs around. ,940.858,943.858,3,77
And it's one of the classic examples in animal behavior of bluffing. ,943.858,947.858,4,77
It's a well-established fact of these animals ,947.858,949.858,2,77
"that they actually bluff. They can't actually strike, but they pretend to. ",949.858,953.858,4,77
And so I'm very curious about whether those colored dots ,953.858,955.858,2,77
in the center of the saddles are conveying some kind of information ,955.858,959.858,4,77
"about their ability to strike, or their strike force, ",959.858,962.858,3,77
and something about the time period in the molting cycle. ,962.858,965.858,3,77
So sort of an interesting strange fact to find a visual structure ,965.858,970.858,5,77
right in the middle of their spring. ,970.858,973.858,3,77
"So to conclude, I mostly want to acknowledge my two collaborators, ",973.858,978.858,5,77
"Wyatt Korff and Roy Caldwell, who worked closely with me on this. ",978.858,981.858,3,77
"And also the Miller Institute for Basic Research in Science, ",981.858,984.858,3,77
"which gave me three years of funding to just do science all the time, ",984.858,988.858,4,77
and for that I'm very grateful. Thank you very much. ,988.858,991.858,3,77
I thought in getting up to my TED wish ,24.858,30.858,6,85
I would try to begin by putting in  perspective what I try to do,30.858,37.858,7,85
and how it fits with what they try to do. ,37.858,41.858,4,85
"We live in a world that everyone knows is interdependent, ",41.858,46.858,5,85
but insufficient in three major ways. ,46.858,52.858,6,85
"It is, first of all, profoundly unequal: ",52.858,55.858,3,85
half the world's people still living on less than two dollars a day; ,55.858,59.858,4,85
a billion people with no access to clean water; ,59.858,61.858,2,85
two and a half billion no access to sanitation; ,61.858,64.858,3,85
a billion going to bed hungry every night; ,64.858,66.858,2,85
"one in four deaths every year from AIDS, TB, malaria ",66.858,71.858,5,85
and the variety of infections associated with dirty water -- ,71.858,75.858,4,85
80 percent of them under five years of age. ,75.858,78.858,3,85
Even in wealthy countries it is common now to see inequality growing. ,78.858,84.858,6,85
"In the United States, since 2001 we've had five years of economic growth, ",84.858,89.858,5,85
"five years of productivity growth in the workplace, ",89.858,92.858,3,85
but median wages are stagnant and the percentage of working families ,92.858,96.858,4,85
dropping below the poverty line is up by four percent. ,96.858,100.858,4,85
The percentage of working families without health care up by four percent. ,100.858,104.858,4,85
So this interdependent world which has been pretty good to most of us -- ,104.858,108.858,4,85
which is why we're all here in Northern California doing what we do ,108.858,112.858,4,85
"for a living, enjoying this evening -- is profoundly unequal. ",112.858,117.858,5,85
It is also unstable. ,117.858,120.858,3,85
"Unstable because of the threats of terror, ",120.858,124.858,4,85
"weapons of mass destruction, the spread of global disease ",124.858,127.858,3,85
and a sense that we are vulnerable to it in a way that we weren't not so many years ago. ,127.858,134.858,7,85
"And perhaps most important of all, it is unsustainable ",134.858,138.858,4,85
"because of climate change, resource depletion and species destruction. ",138.858,144.858,6,85
When I think about the world I would like to leave to my daughter ,146.858,150.858,4,85
"and the grandchildren I hope to have, ",150.858,152.858,2,85
"it is a world that moves away from unequal, unstable, unsustainable ",152.858,159.858,7,85
"interdependence to integrated communities -- locally, nationally and globally -- ",159.858,164.858,5,85
that share the characteristics of all successful communities: ,164.858,167.858,3,85
"a broadly shared, accessible set of opportunities, ",167.858,172.858,5,85
a shared sense of responsibility for the success of the common enterprise ,173.858,177.858,4,85
and a genuine sense of belonging. ,177.858,182.858,5,85
All easier said than done. ,183.858,186.858,3,85
"When the terrorist incidents occurred in the United Kingdom a couple of years ago, ",186.858,192.858,6,85
"I think even though they didn't claim as many lives as we lost in the United States on 9/11, ",192.858,197.858,5,85
I think the thing that troubled the British most ,197.858,199.858,2,85
"was that the perpetrators were not invaders, but homegrown citizens ",199.858,204.858,5,85
whose religious and political identities were more important to them ,204.858,209.858,5,85
"than the people they grew up with, went to school with, ",209.858,212.858,3,85
"worked with, shared weekends with, shared meals with. ",212.858,215.858,3,85
"In other words, they thought their differences ",215.858,218.858,3,85
were more important than their common humanity. ,218.858,222.858,4,85
It is the central psychological plague of humankind in the 21st century. ,222.858,229.858,7,85
"Into this mix, people like us, who are not in public office, ",229.858,234.858,5,85
"have more power to do good than at any time in history, ",234.858,239.858,5,85
because more than half the world's people ,239.858,241.858,2,85
live under governments they voted in and can vote out. ,241.858,244.858,3,85
And even non-democratic governments are more sensitive to public opinion. ,244.858,248.858,4,85
"Because primarily of the power of the Internet, ",248.858,253.858,5,85
people of modest means can band together and amass vast sums of money ,253.858,259.858,6,85
that can change the world for some public good if they all agree. ,259.858,263.858,4,85
"When the tsunami hit South Asia, the United States contributed 1.2 billion dollars. ",263.858,268.858,5,85
30 percent of our households gave. ,268.858,270.858,2,85
Half of them gave over the Internet. ,270.858,272.858,2,85
The median contribution was somewhere around 57 dollars. ,272.858,277.858,5,85
"And thirdly, because of the rise of non-governmental organizations. ",278.858,283.858,5,85
"They, businesses, other citizens' groups, have enormous power ",283.858,289.858,6,85
to affect the lives of our fellow human beings. ,289.858,293.858,4,85
"When I became president in 1993, ",294.858,296.858,2,85
there were none of these organizations in Russia. ,296.858,298.858,2,85
There are now a couple of hundred thousand. ,298.858,300.858,2,85
None in India. There are now at least a half a million active. ,300.858,304.858,4,85
"None in China. There are now 250,000 registered with the government, ",304.858,307.858,3,85
probably twice again that many who are not registered for political reasons. ,307.858,312.858,5,85
"When I organized my foundation, and I thought about the world as it is ",313.858,321.858,8,85
"and the world that I hope to leave to the next generation, ",321.858,326.858,5,85
and I tried to be realistic about what I had cared about all my life ,326.858,333.858,7,85
that I could still have an impact on. ,333.858,335.858,2,85
I wanted to focus on activities ,335.858,338.858,3,85
"that would help to alleviate poverty, fight disease, combat climate change, ",338.858,345.858,7,85
"bridge the religious, racial and other divides that torment the world, ",345.858,349.858,4,85
but to do it in a way that would either use ,349.858,353.858,4,85
whatever particular skills we could put together in our group ,353.858,359.858,6,85
to change the way some public good function was performed ,359.858,364.858,5,85
so that it would sweep across the world more. ,364.858,367.858,3,85
You saw one reference to that in what we were able to do with AIDS drugs. ,367.858,373.858,6,85
"And I want to say that the head of our AIDS effort, ",373.858,376.858,3,85
"and the person who also is primarily active in the wish I'll make tonight, ",376.858,380.858,4,85
